,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
33281,71561,NIFTY29JUN2724000PE,NIFTY,29JUN2027,2400000.000000,75,OPTIDX,NFO,5.000000
33885,71473,NIFTY30JUN2624000PE,NIFTY,30JUN2026,2400000.000000,75,OPTIDX,NFO,5.000000
33888,71505,NIFTY29DEC2626000CE,NIFTY,29DEC2026,2600000.000000,75,OPTIDX,NFO,5.000000
33892,71563,NIFTY29JUN2725000PE,NIFTY,29JUN2027,2500000.000000,75,OPTIDX,NFO,5.000000
34491,71395,NIFTY30DEC2525000CE,NIFTY,30DEC2025,2500000.000000,75,OPTIDX,NFO,5.000000
34497,71554,NIFTY29JUN2721000PE,NIFTY,29JUN2027,2100000.000000,75,OPTIDX,NFO,5.000000
34498,71564,NIFTY29JUN2726000CE,NIFTY,29JUN2027,2600000.000000,75,OPTIDX,NFO,5.000000
35098,71504,NIFTY29DEC2625000PE,NIFTY,29DEC2026,2500000.000000,75,OPTIDX,NFO,5.000000
35101,71548,NIFTY29JUN2718000PE,NIFTY,29JUN2027,1800000.000000,75,OPTIDX,NFO,5.000000
35102,71552,NIFTY29JUN2720000PE,NIFTY,29JUN2027,2000000.000000,75,OPTIDX,NFO,5.000000
35103,71558,NIFTY29JUN2723000CE,NIFTY,29JUN2027,2300000.000000,75,OPTIDX,NFO,5.000000
35104,71559,NIFTY29JUN2723000PE,NIFTY,29JUN2027,2300000.000000,75,OPTIDX,NFO,5.000000
35668,86161,NIFTY27JUN2826000CE,NIFTY,27JUN2028,2600000.000000,75,OPTIDX,NFO,5.000000
35669,86168,NIFTY27JUN2829000PE,NIFTY,27JUN2028,2900000.000000,75,OPTIDX,NFO,5.000000
35802,89630,NIFTY26JUN2924000CE,NIFTY,26JUN2029,2400000.000000,75,OPTIDX,NFO,5.000000
35803,89639,NIFTY26JUN2928000PE,NIFTY,26JUN2029,2800000.000000,75,OPTIDX,NFO,5.000000
35804,89645,NIFTY26JUN2931000PE,NIFTY,26JUN2029,3100000.000000,75,OPTIDX,NFO,5.000000
36218,86164,NIFTY27JUN2827000PE,NIFTY,27JUN2028,2700000.000000,75,OPTIDX,NFO,5.000000
36219,86167,NIFTY27JUN2829000CE,NIFTY,27JUN2028,2900000.000000,75,OPTIDX,NFO,5.000000
36340,89614,NIFTY26JUN2919000CE,NIFTY,26JUN2029,1900000.000000,75,OPTIDX,NFO,5.000000
36341,89632,NIFTY26JUN2925000CE,NIFTY,26JUN2029,2500000.000000,75,OPTIDX,NFO,5.000000
36342,89637,NIFTY26JUN2927000PE,NIFTY,26JUN2029,2700000.000000,75,OPTIDX,NFO,5.000000
36343,89641,NIFTY26JUN2929000PE,NIFTY,26JUN2029,2900000.000000,75,OPTIDX,NFO,5.000000
36781,86163,NIFTY27JUN2827000CE,NIFTY,27JUN2028,2700000.000000,75,OPTIDX,NFO,5.000000
36913,89615,NIFTY26JUN2919000PE,NIFTY,26JUN2029,1900000.000000,75,OPTIDX,NFO,5.000000
36914,89616,NIFTY26JUN2920000CE,NIFTY,26JUN2029,2000000.000000,75,OPTIDX,NFO,5.000000
36915,89628,NIFTY26JUN2923000CE,NIFTY,26JUN2029,2300000.000000,75,OPTIDX,NFO,5.000000
36916,89631,NIFTY26JUN2924000PE,NIFTY,26JUN2029,2400000.000000,75,OPTIDX,NFO,5.000000
37350,86143,NIFTY27JUN2820000CE,NIFTY,27JUN2028,2000000.000000,75,OPTIDX,NFO,5.000000
37351,86150,NIFTY27JUN2823000PE,NIFTY,27JUN2028,2300000.000000,75,OPTIDX,NFO,5.000000
37352,86151,NIFTY27JUN2824000CE,NIFTY,27JUN2028,2400000.000000,75,OPTIDX,NFO,5.000000
37476,89625,NIFTY26JUN2921000PE,NIFTY,26JUN2029,2100000.000000,75,OPTIDX,NFO,5.000000
37477,89627,NIFTY26JUN2922000PE,NIFTY,26JUN2029,2200000.000000,75,OPTIDX,NFO,5.000000
37478,89629,NIFTY26JUN2923000PE,NIFTY,26JUN2029,2300000.000000,75,OPTIDX,NFO,5.000000
41459,35222,NIFTY30DEC2530000PE,NIFTY,30DEC2025,3000000.000000,75,OPTIDX,NFO,5.000000
41460,35262,NIFTY29JUN2730000CE,NIFTY,29JUN2027,3000000.000000,75,OPTIDX,NFO,5.000000
41461,35263,NIFTY29JUN2730000PE,NIFTY,29JUN2027,3000000.000000,75,OPTIDX,NFO,5.000000
41463,35353,NIFTY27JUN2830000PE,NIFTY,27JUN2028,3000000.000000,75,OPTIDX,NFO,5.000000
41493,38376,NIFTY30DEC2520000CE,NIFTY,30DEC2025,2000000.000000,75,OPTIDX,NFO,5.000000
41499,39987,NIFTY30DEC2519000CE,NIFTY,30DEC2025,1900000.000000,75,OPTIDX,NFO,5.000000
41500,40349,NIFTY06JAN2624200CE,NIFTY,06JAN2026,2420000.000000,65,OPTIDX,NFO,5.000000
41501,40354,NIFTY06JAN2624300PE,NIFTY,06JAN2026,2430000.000000,65,OPTIDX,NFO,5.000000
41502,40358,NIFTY06JAN2624350PE,NIFTY,06JAN2026,2435000.000000,65,OPTIDX,NFO,5.000000
41503,40388,NIFTY06JAN2624800PE,NIFTY,06JAN2026,2480000.000000,65,OPTIDX,NFO,5.000000
41504,40392,NIFTY06JAN2624900PE,NIFTY,06JAN2026,2490000.000000,65,OPTIDX,NFO,5.000000
41505,40419,NIFTY06JAN2625250PE,NIFTY,06JAN2026,2525000.000000,65,OPTIDX,NFO,5.000000
41506,40445,NIFTY06JAN2625550CE,NIFTY,06JAN2026,2555000.000000,65,OPTIDX,NFO,5.000000
41507,40451,NIFTY06JAN2625700CE,NIFTY,06JAN2026,2570000.000000,65,OPTIDX,NFO,5.000000
41508,40455,NIFTY06JAN2625800CE,NIFTY,06JAN2026,2580000.000000,65,OPTIDX,NFO,5.000000
41509,40470,NIFTY06JAN2626050PE,NIFTY,06JAN2026,2605000.000000,65,OPTIDX,NFO,5.000000
41510,40489,NIFTY06JAN2626350CE,NIFTY,06JAN2026,2635000.000000,65,OPTIDX,NFO,5.000000
41511,40496,NIFTY06JAN2626500PE,NIFTY,06JAN2026,2650000.000000,65,OPTIDX,NFO,5.000000
41512,40498,NIFTY06JAN2626550PE,NIFTY,06JAN2026,2655000.000000,65,OPTIDX,NFO,5.000000
41513,40537,NIFTY06JAN2626950CE,NIFTY,06JAN2026,2695000.000000,65,OPTIDX,NFO,5.000000
41514,40545,NIFTY06JAN2627150CE,NIFTY,06JAN2026,2715000.000000,65,OPTIDX,NFO,5.000000
41515,40558,NIFTY06JAN2627350PE,NIFTY,06JAN2026,2735000.000000,65,OPTIDX,NFO,5.000000
41516,40587,NIFTY06JAN2627650CE,NIFTY,06JAN2026,2765000.000000,65,OPTIDX,NFO,5.000000
41517,40605,NIFTY06JAN2627900CE,NIFTY,06JAN2026,2790000.000000,65,OPTIDX,NFO,5.000000
41520,42155,NIFTY27JUN2831000CE,NIFTY,27JUN2028,3100000.000000,75,OPTIDX,NFO,5.000000
41521,42159,NIFTY27JUN2831000PE,NIFTY,27JUN2028,3100000.000000,75,OPTIDX,NFO,5.000000
41538,46062,NIFTY13JAN2624150PE,NIFTY,13JAN2026,2415000.000000,65,OPTIDX,NFO,5.000000
41539,46071,NIFTY13JAN2624350PE,NIFTY,13JAN2026,2435000.000000,65,OPTIDX,NFO,5.000000
41540,46072,NIFTY13JAN2624400CE,NIFTY,13JAN2026,2440000.000000,65,OPTIDX,NFO,5.000000
41541,46097,NIFTY13JAN2624700CE,NIFTY,13JAN2026,2470000.000000,65,OPTIDX,NFO,5.000000
41542,46102,NIFTY13JAN2624700PE,NIFTY,13JAN2026,2470000.000000,65,OPTIDX,NFO,5.000000
41543,46115,NIFTY13JAN2624900CE,NIFTY,13JAN2026,2490000.000000,65,OPTIDX,NFO,5.000000
41544,46127,NIFTY13JAN2625000CE,NIFTY,13JAN2026,2500000.000000,65,OPTIDX,NFO,5.000000
41545,46148,NIFTY13JAN2625500PE,NIFTY,13JAN2026,2550000.000000,65,OPTIDX,NFO,5.000000
41546,46194,NIFTY13JAN2626200PE,NIFTY,13JAN2026,2620000.000000,65,OPTIDX,NFO,5.000000
41547,46199,NIFTY13JAN2626300CE,NIFTY,13JAN2026,2630000.000000,65,OPTIDX,NFO,5.000000
41548,46205,NIFTY13JAN2626450CE,NIFTY,13JAN2026,2645000.000000,65,OPTIDX,NFO,5.000000
41549,46209,NIFTY13JAN2626550CE,NIFTY,13JAN2026,2655000.000000,65,OPTIDX,NFO,5.000000
41550,46215,NIFTY13JAN2626700CE,NIFTY,13JAN2026,2670000.000000,65,OPTIDX,NFO,5.000000
41551,46218,NIFTY13JAN2626750PE,NIFTY,13JAN2026,2675000.000000,65,OPTIDX,NFO,5.000000
41552,46223,NIFTY13JAN2626900CE,NIFTY,13JAN2026,2690000.000000,65,OPTIDX,NFO,5.000000
41553,46229,NIFTY13JAN2627000CE,NIFTY,13JAN2026,2700000.000000,65,OPTIDX,NFO,5.000000
41554,46245,NIFTY13JAN2627350CE,NIFTY,13JAN2026,2735000.000000,65,OPTIDX,NFO,5.000000
41555,46247,NIFTY13JAN2627400CE,NIFTY,13JAN2026,2740000.000000,65,OPTIDX,NFO,5.000000
41568,48126,NIFTY16DEC2524250CE,NIFTY,16DEC2025,2425000.000000,75,OPTIDX,NFO,5.000000
41569,48127,NIFTY16DEC2524250PE,NIFTY,16DEC2025,2425000.000000,75,OPTIDX,NFO,5.000000
41570,48138,NIFTY16DEC2524500PE,NIFTY,16DEC2025,2450000.000000,75,OPTIDX,NFO,5.000000
41571,48158,NIFTY16DEC2524950CE,NIFTY,16DEC2025,2495000.000000,75,OPTIDX,NFO,5.000000
41572,48163,NIFTY16DEC2525050PE,NIFTY,16DEC2025,2505000.000000,75,OPTIDX,NFO,5.000000
41573,48164,NIFTY16DEC2525100CE,NIFTY,16DEC2025,2510000.000000,75,OPTIDX,NFO,5.000000
41574,48165,NIFTY16DEC2525100PE,NIFTY,16DEC2025,2510000.000000,75,OPTIDX,NFO,5.000000
41575,48167,NIFTY16DEC2525150PE,NIFTY,16DEC2025,2515000.000000,75,OPTIDX,NFO,5.000000
41576,48201,NIFTY16DEC2525600PE,NIFTY,16DEC2025,2560000.000000,75,OPTIDX,NFO,5.000000
41577,48202,NIFTY16DEC2525650CE,NIFTY,16DEC2025,2565000.000000,75,OPTIDX,NFO,5.000000
41578,48206,NIFTY16DEC2525700CE,NIFTY,16DEC2025,2570000.000000,75,OPTIDX,NFO,5.000000
41579,48226,NIFTY16DEC2526050CE,NIFTY,16DEC2025,2605000.000000,75,OPTIDX,NFO,5.000000
41580,48275,NIFTY16DEC2526700PE,NIFTY,16DEC2025,2670000.000000,75,OPTIDX,NFO,5.000000
41581,48279,NIFTY16DEC2526800PE,NIFTY,16DEC2025,2680000.000000,75,OPTIDX,NFO,5.000000
41582,48289,NIFTY16DEC2526950PE,NIFTY,16DEC2025,2695000.000000,75,OPTIDX,NFO,5.000000
41584,48309,NIFTY16DEC2527150PE,NIFTY,16DEC2025,2715000.000000,75,OPTIDX,NFO,5.000000
41585,48316,NIFTY16DEC2527350CE,NIFTY,16DEC2025,2735000.000000,75,OPTIDX,NFO,5.000000
41586,48323,NIFTY16DEC2527450PE,NIFTY,16DEC2025,2745000.000000,75,OPTIDX,NFO,5.000000
41587,48328,NIFTY16DEC2527550PE,NIFTY,16DEC2025,2755000.000000,75,OPTIDX,NFO,5.000000
41588,48335,NIFTY16DEC2527650PE,NIFTY,16DEC2025,2765000.000000,75,OPTIDX,NFO,5.000000
41589,48337,NIFTY16DEC2527700PE,NIFTY,16DEC2025,2770000.000000,75,OPTIDX,NFO,5.000000
41590,48347,NIFTY16DEC2527850PE,NIFTY,16DEC2025,2785000.000000,75,OPTIDX,NFO,5.000000
41591,48354,NIFTY16DEC2527950CE,NIFTY,16DEC2025,2795000.000000,75,OPTIDX,NFO,5.000000
41644,50549,NIFTY29JUN2728000CE,NIFTY,29JUN2027,2800000.000000,75,OPTIDX,NFO,5.000000
41652,50971,NIFTY30DEC2527000CE,NIFTY,30DEC2025,2700000.000000,75,OPTIDX,NFO,5.000000
41720,53616,NIFTY28DEC2722000CE,NIFTY,28DEC2027,2200000.000000,75,OPTIDX,NFO,5.000000
41736,55121,NIFTY30DEC2518000CE,NIFTY,30DEC2025,1800000.000000,75,OPTIDX,NFO,5.000000
41737,55122,NIFTY30DEC2518000PE,NIFTY,30DEC2025,1800000.000000,75,OPTIDX,NFO,5.000000
41756,56920,NIFTY23DEC2524200PE,NIFTY,23DEC2025,2420000.000000,75,OPTIDX,NFO,5.000000
41757,56926,NIFTY23DEC2524350PE,NIFTY,23DEC2025,2435000.000000,75,OPTIDX,NFO,5.000000
41758,56930,NIFTY23DEC2524450PE,NIFTY,23DEC2025,2445000.000000,75,OPTIDX,NFO,5.000000
41759,56939,NIFTY23DEC2524700CE,NIFTY,23DEC2025,2470000.000000,75,OPTIDX,NFO,5.000000
41760,56943,NIFTY23DEC2524800CE,NIFTY,23DEC2025,2480000.000000,75,OPTIDX,NFO,5.000000
41761,56968,NIFTY23DEC2525400CE,NIFTY,23DEC2025,2540000.000000,75,OPTIDX,NFO,5.000000
41762,56989,NIFTY23DEC2525750PE,NIFTY,23DEC2025,2575000.000000,75,OPTIDX,NFO,5.000000
41763,56990,NIFTY23DEC2525800CE,NIFTY,23DEC2025,2580000.000000,75,OPTIDX,NFO,5.000000
41764,57009,NIFTY23DEC2526050CE,NIFTY,23DEC2025,2605000.000000,75,OPTIDX,NFO,5.000000
41765,57013,NIFTY23DEC2526150CE,NIFTY,23DEC2025,2615000.000000,75,OPTIDX,NFO,5.000000
41766,57032,NIFTY23DEC2526450CE,NIFTY,23DEC2025,2645000.000000,75,OPTIDX,NFO,5.000000
41767,57050,NIFTY23DEC2526900CE,NIFTY,23DEC2025,2690000.000000,75,OPTIDX,NFO,5.000000
41768,57053,NIFTY23DEC2526950PE,NIFTY,23DEC2025,2695000.000000,75,OPTIDX,NFO,5.000000
41769,57057,NIFTY23DEC2527050PE,NIFTY,23DEC2025,2705000.000000,75,OPTIDX,NFO,5.000000
41770,57059,NIFTY23DEC2527100PE,NIFTY,23DEC2025,2710000.000000,75,OPTIDX,NFO,5.000000
41771,57061,NIFTY23DEC2527150PE,NIFTY,23DEC2025,2715000.000000,75,OPTIDX,NFO,5.000000
41772,57072,NIFTY23DEC2527450CE,NIFTY,23DEC2025,2745000.000000,75,OPTIDX,NFO,5.000000
41773,57069,NIFTY23DEC2527350PE,NIFTY,23DEC2025,2735000.000000,75,OPTIDX,NFO,5.000000
41774,57087,NIFTY23DEC2527800PE,NIFTY,23DEC2025,2780000.000000,75,OPTIDX,NFO,5.000000
41797,58566,NIFTY27JAN2623750PE,NIFTY,27JAN2026,2375000.000000,65,OPTIDX,NFO,5.000000
41798,58581,NIFTY27JAN2624150CE,NIFTY,27JAN2026,2415000.000000,65,OPTIDX,NFO,5.000000
41799,58625,NIFTY30JUN2612000PE,NIFTY,30JUN2026,1200000.000000,75,OPTIDX,NFO,5.000000
41800,58636,NIFTY29DEC2616000CE,NIFTY,29DEC2026,1600000.000000,75,OPTIDX,NFO,5.000000
41801,58643,NIFTY29DEC2619000PE,NIFTY,29DEC2026,1900000.000000,75,OPTIDX,NFO,5.000000
41802,58648,NIFTY29DEC2622000CE,NIFTY,29DEC2026,2200000.000000,75,OPTIDX,NFO,5.000000
41803,58650,NIFTY27JAN2624900PE,NIFTY,27JAN2026,2490000.000000,65,OPTIDX,NFO,5.000000
41804,58651,NIFTY27JAN2624950CE,NIFTY,27JAN2026,2495000.000000,65,OPTIDX,NFO,5.000000
41807,58667,NIFTY27JAN2625150CE,NIFTY,27JAN2026,2515000.000000,65,OPTIDX,NFO,5.000000
41808,58675,NIFTY27JAN2625150PE,NIFTY,27JAN2026,2515000.000000,65,OPTIDX,NFO,5.000000
41809,58690,NIFTY27JAN2625200PE,NIFTY,27JAN2026,2520000.000000,65,OPTIDX,NFO,5.000000
41810,58788,NIFTY27JAN2625750CE,NIFTY,27JAN2026,2575000.000000,65,OPTIDX,NFO,5.000000
41811,58790,NIFTY27JAN2625800CE,NIFTY,27JAN2026,2580000.000000,65,OPTIDX,NFO,5.000000
41812,58808,NIFTY27JAN2626150PE,NIFTY,27JAN2026,2615000.000000,65,OPTIDX,NFO,5.000000
41813,58810,NIFTY27JAN2626200PE,NIFTY,27JAN2026,2620000.000000,65,OPTIDX,NFO,5.000000
41814,58828,NIFTY27JAN2626600PE,NIFTY,27JAN2026,2660000.000000,65,OPTIDX,NFO,5.000000
41815,58849,NIFTY27JAN2627150CE,NIFTY,27JAN2026,2715000.000000,65,OPTIDX,NFO,5.000000
41816,58818,NIFTY27JAN2626400PE,NIFTY,27JAN2026,2640000.000000,65,OPTIDX,NFO,5.000000
41817,58835,NIFTY27JAN2626800CE,NIFTY,27JAN2026,2680000.000000,65,OPTIDX,NFO,5.000000
41818,58887,NIFTY27JAN2627900CE,NIFTY,27JAN2026,2790000.000000,65,OPTIDX,NFO,5.000000
41903,60939,NIFTY25JUN3030000PE,NIFTY,25JUN2030,3000000.000000,75,OPTIDX,NFO,5.000000
42264,61746,NIFTY24DEC2923000CE,NIFTY,24DEC2029,2300000.000000,75,OPTIDX,NFO,5.000000
42265,61779,NIFTY24DEC2926000PE,NIFTY,24DEC2029,2600000.000000,75,OPTIDX,NFO,5.000000
42266,61794,NIFTY24DEC2927000CE,NIFTY,24DEC2029,2700000.000000,75,OPTIDX,NFO,5.000000
42275,61932,NIFTY24DEC2930000CE,NIFTY,24DEC2029,3000000.000000,75,OPTIDX,NFO,5.000000
42323,62916,NIFTY31MAR2620000CE,NIFTY,31MAR2026,2000000.000000,75,OPTIDX,NFO,5.000000
42324,62925,NIFTY31MAR2624000PE,NIFTY,31MAR2026,2400000.000000,75,OPTIDX,NFO,5.000000
42325,62928,NIFTY31MAR2626000CE,NIFTY,31MAR2026,2600000.000000,75,OPTIDX,NFO,5.000000
42326,62932,NIFTY31MAR2628000CE,NIFTY,31MAR2026,2800000.000000,75,OPTIDX,NFO,5.000000
42329,62955,NIFTY31MAR2630000PE,NIFTY,31MAR2026,3000000.000000,75,OPTIDX,NFO,5.000000
42402,64791,NIFTY24FEB2624050PE,NIFTY,24FEB2026,2405000.000000,65,OPTIDX,NFO,5.000000
42403,64794,NIFTY24FEB2624150CE,NIFTY,24FEB2026,2415000.000000,65,OPTIDX,NFO,5.000000
42404,64801,NIFTY24FEB2624300PE,NIFTY,24FEB2026,2430000.000000,65,OPTIDX,NFO,5.000000
42405,64803,NIFTY24FEB2624350PE,NIFTY,24FEB2026,2435000.000000,65,OPTIDX,NFO,5.000000
42406,64807,NIFTY24FEB2624450PE,NIFTY,24FEB2026,2445000.000000,65,OPTIDX,NFO,5.000000
42407,64818,NIFTY24FEB2624750CE,NIFTY,24FEB2026,2475000.000000,65,OPTIDX,NFO,5.000000
42408,64844,NIFTY24FEB2625350PE,NIFTY,24FEB2026,2535000.000000,65,OPTIDX,NFO,5.000000
42409,64851,NIFTY24FEB2625450PE,NIFTY,24FEB2026,2545000.000000,65,OPTIDX,NFO,5.000000
42410,64863,NIFTY24FEB2625750PE,NIFTY,24FEB2026,2575000.000000,65,OPTIDX,NFO,5.000000
42415,64925,NIFTY24FEB2626300PE,NIFTY,24FEB2026,2630000.000000,65,OPTIDX,NFO,5.000000
42416,64956,NIFTY24FEB2626550CE,NIFTY,24FEB2026,2655000.000000,65,OPTIDX,NFO,5.000000
42417,64960,NIFTY24FEB2626600PE,NIFTY,24FEB2026,2660000.000000,65,OPTIDX,NFO,5.000000
42422,65078,NIFTY24FEB2627050PE,NIFTY,24FEB2026,2705000.000000,65,OPTIDX,NFO,5.000000
42423,65094,NIFTY24FEB2627400PE,NIFTY,24FEB2026,2740000.000000,65,OPTIDX,NFO,5.000000
42424,65095,NIFTY24FEB2627450CE,NIFTY,24FEB2026,2745000.000000,65,OPTIDX,NFO,5.000000
42425,65100,NIFTY30DEC2522900CE,NIFTY,30DEC2025,2290000.000000,75,OPTIDX,NFO,5.000000
42426,65111,NIFTY24FEB2627800CE,NIFTY,24FEB2026,2780000.000000,65,OPTIDX,NFO,5.000000
42427,65148,NIFTY30DEC2523250PE,NIFTY,30DEC2025,2325000.000000,75,OPTIDX,NFO,5.000000
42428,65198,NIFTY30DEC2523550CE,NIFTY,30DEC2025,2355000.000000,75,OPTIDX,NFO,5.000000
42431,65228,NIFTY30DEC2523950CE,NIFTY,30DEC2025,2395000.000000,75,OPTIDX,NFO,5.000000
42432,65231,NIFTY30DEC2523950PE,NIFTY,30DEC2025,2395000.000000,75,OPTIDX,NFO,5.000000
42433,65234,NIFTY30DEC2524100CE,NIFTY,30DEC2025,2410000.000000,75,OPTIDX,NFO,5.000000
42436,65249,NIFTY30DEC2524250PE,NIFTY,30DEC2025,2425000.000000,75,OPTIDX,NFO,5.000000
42439,65331,NIFTY30DEC2524750CE,NIFTY,30DEC2025,2475000.000000,75,OPTIDX,NFO,5.000000
42442,65530,NIFTY30DEC2525350PE,NIFTY,30DEC2025,2535000.000000,75,OPTIDX,NFO,5.000000
42443,65532,NIFTY30DEC2525400PE,NIFTY,30DEC2025,2540000.000000,75,OPTIDX,NFO,5.000000
42444,65534,NIFTY30DEC2525450PE,NIFTY,30DEC2025,2545000.000000,75,OPTIDX,NFO,5.000000
42445,65557,NIFTY30DEC2525650CE,NIFTY,30DEC2025,2565000.000000,75,OPTIDX,NFO,5.000000
42446,65559,NIFTY30DEC2525700CE,NIFTY,30DEC2025,2570000.000000,75,OPTIDX,NFO,5.000000
42448,65570,NIFTY30DEC2525850PE,NIFTY,30DEC2025,2585000.000000,75,OPTIDX,NFO,5.000000
42452,65623,NIFTY30DEC2526100CE,NIFTY,30DEC2025,2610000.000000,75,OPTIDX,NFO,5.000000
42453,65628,NIFTY30DEC2526100PE,NIFTY,30DEC2025,2610000.000000,75,OPTIDX,NFO,5.000000
42455,65651,NIFTY30DEC2526300CE,NIFTY,30DEC2025,2630000.000000,75,OPTIDX,NFO,5.000000
42456,65689,NIFTY30DEC2526350CE,NIFTY,30DEC2025,2635000.000000,75,OPTIDX,NFO,5.000000
42457,65710,NIFTY30DEC2526550PE,NIFTY,30DEC2025,2655000.000000,75,OPTIDX,NFO,5.000000
42458,65715,NIFTY30DEC2526700CE,NIFTY,30DEC2025,2670000.000000,75,OPTIDX,NFO,5.000000
42459,65738,NIFTY30DEC2527200PE,NIFTY,30DEC2025,2720000.000000,75,OPTIDX,NFO,5.000000
42460,65742,NIFTY30DEC2527300PE,NIFTY,30DEC2025,2730000.000000,75,OPTIDX,NFO,5.000000
42461,65744,NIFTY30DEC2527350PE,NIFTY,30DEC2025,2735000.000000,75,OPTIDX,NFO,5.000000
42462,65755,NIFTY30DEC2527650CE,NIFTY,30DEC2025,2765000.000000,75,OPTIDX,NFO,5.000000
42463,65768,NIFTY30DEC2527950PE,NIFTY,30DEC2025,2795000.000000,75,OPTIDX,NFO,5.000000
42464,65891,NIFTY29SEP2620000CE,NIFTY,29SEP2026,2000000.000000,75,OPTIDX,NFO,5.000000
42465,65900,NIFTY29SEP2624000CE,NIFTY,29SEP2026,2400000.000000,75,OPTIDX,NFO,5.000000
42555,67777,NIFTY26DEC2821000PE,NIFTY,26DEC2028,2100000.000000,75,OPTIDX,NFO,5.000000
42556,67785,NIFTY26DEC2825000PE,NIFTY,26DEC2028,2500000.000000,75,OPTIDX,NFO,5.000000
42679,71394,NIFTY30DEC2524000PE,NIFTY,30DEC2025,2400000.000000,75,OPTIDX,NFO,5.000000
42680,71398,NIFTY30DEC2525000PE,NIFTY,30DEC2025,2500000.000000,75,OPTIDX,NFO,5.000000
42685,71475,NIFTY30JUN2625000PE,NIFTY,30JUN2026,2500000.000000,75,OPTIDX,NFO,5.000000
42687,71553,NIFTY29JUN2721000CE,NIFTY,29JUN2027,2100000.000000,75,OPTIDX,NFO,5.000000
42688,71562,NIFTY29JUN2725000CE,NIFTY,29JUN2027,2500000.000000,75,OPTIDX,NFO,5.000000
44598,36688,NIFTY30DEC2519500CE,NIFTY,30DEC2025,1950000.000000,75,OPTIDX,NFO,5.000000
44606,38152,NIFTY30DEC2529000CE,NIFTY,30DEC2025,2900000.000000,75,OPTIDX,NFO,5.000000
44607,38154,NIFTY30JUN2629000CE,NIFTY,30JUN2026,2900000.000000,75,OPTIDX,NFO,5.000000
44608,38157,NIFTY30JUN2629000PE,NIFTY,30JUN2026,2900000.000000,75,OPTIDX,NFO,5.000000
44617,40348,NIFTY06JAN2624150PE,NIFTY,06JAN2026,2415000.000000,65,OPTIDX,NFO,5.000000
44618,40360,NIFTY06JAN2624400PE,NIFTY,06JAN2026,2440000.000000,65,OPTIDX,NFO,5.000000
44619,40361,NIFTY06JAN2624450CE,NIFTY,06JAN2026,2445000.000000,65,OPTIDX,NFO,5.000000
44620,40398,NIFTY06JAN2625050PE,NIFTY,06JAN2026,2505000.000000,65,OPTIDX,NFO,5.000000
44621,40432,NIFTY06JAN2625300PE,NIFTY,06JAN2026,2530000.000000,65,OPTIDX,NFO,5.000000
44622,40444,NIFTY06JAN2625500PE,NIFTY,06JAN2026,2550000.000000,65,OPTIDX,NFO,5.000000
44623,40466,NIFTY06JAN2626000PE,NIFTY,06JAN2026,2600000.000000,65,OPTIDX,NFO,5.000000
44624,40492,NIFTY06JAN2626400PE,NIFTY,06JAN2026,2640000.000000,65,OPTIDX,NFO,5.000000
44625,40503,NIFTY06JAN2626700CE,NIFTY,06JAN2026,2670000.000000,65,OPTIDX,NFO,5.000000
44626,40520,NIFTY06JAN2626800PE,NIFTY,06JAN2026,2680000.000000,65,OPTIDX,NFO,5.000000
44627,40550,NIFTY06JAN2627250CE,NIFTY,06JAN2026,2725000.000000,65,OPTIDX,NFO,5.000000
44628,40588,NIFTY06JAN2627650PE,NIFTY,06JAN2026,2765000.000000,65,OPTIDX,NFO,5.000000
44657,46065,NIFTY13JAN2624250CE,NIFTY,13JAN2026,2425000.000000,65,OPTIDX,NFO,5.000000
44658,46096,NIFTY13JAN2624650PE,NIFTY,13JAN2026,2465000.000000,65,OPTIDX,NFO,5.000000
44659,46110,NIFTY13JAN2624800PE,NIFTY,13JAN2026,2480000.000000,65,OPTIDX,NFO,5.000000
44660,46116,NIFTY13JAN2624900PE,NIFTY,13JAN2026,2490000.000000,65,OPTIDX,NFO,5.000000
44661,46139,NIFTY13JAN2625300CE,NIFTY,13JAN2026,2530000.000000,65,OPTIDX,NFO,5.000000
44662,46145,NIFTY13JAN2625450CE,NIFTY,13JAN2026,2545000.000000,65,OPTIDX,NFO,5.000000
44663,46149,NIFTY13JAN2625550CE,NIFTY,13JAN2026,2555000.000000,65,OPTIDX,NFO,5.000000
44664,46161,NIFTY13JAN2625700CE,NIFTY,13JAN2026,2570000.000000,65,OPTIDX,NFO,5.000000
44665,46163,NIFTY13JAN2625750CE,NIFTY,13JAN2026,2575000.000000,65,OPTIDX,NFO,5.000000
44666,46164,NIFTY13JAN2625750PE,NIFTY,13JAN2026,2575000.000000,65,OPTIDX,NFO,5.000000
44667,46171,NIFTY13JAN2625900CE,NIFTY,13JAN2026,2590000.000000,65,OPTIDX,NFO,5.000000
44668,46197,NIFTY13JAN2626250PE,NIFTY,13JAN2026,2625000.000000,65,OPTIDX,NFO,5.000000
44669,46208,NIFTY13JAN2626500PE,NIFTY,13JAN2026,2650000.000000,65,OPTIDX,NFO,5.000000
44670,46210,NIFTY13JAN2626550PE,NIFTY,13JAN2026,2655000.000000,65,OPTIDX,NFO,5.000000
44671,46211,NIFTY13JAN2626600CE,NIFTY,13JAN2026,2660000.000000,65,OPTIDX,NFO,5.000000
