,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
44672,46232,NIFTY13JAN2627050PE,NIFTY,13JAN2026,2705000.000000,65,OPTIDX,NFO,5.000000
44673,46239,NIFTY13JAN2627250CE,NIFTY,13JAN2026,2725000.000000,65,OPTIDX,NFO,5.000000
44674,46244,NIFTY13JAN2627300PE,NIFTY,13JAN2026,2730000.000000,65,OPTIDX,NFO,5.000000
44675,46258,NIFTY13JAN2627650PE,NIFTY,13JAN2026,2765000.000000,65,OPTIDX,NFO,5.000000
44690,48120,NIFTY16DEC2524100CE,NIFTY,16DEC2025,2410000.000000,75,OPTIDX,NFO,5.000000
44691,48139,NIFTY16DEC2524550CE,NIFTY,16DEC2025,2455000.000000,75,OPTIDX,NFO,5.000000
44692,48135,NIFTY16DEC2524450PE,NIFTY,16DEC2025,2445000.000000,75,OPTIDX,NFO,5.000000
44693,48146,NIFTY16DEC2524700PE,NIFTY,16DEC2025,2470000.000000,75,OPTIDX,NFO,5.000000
44694,48154,NIFTY16DEC2524850CE,NIFTY,16DEC2025,2485000.000000,75,OPTIDX,NFO,5.000000
44695,48160,NIFTY16DEC2525000CE,NIFTY,16DEC2025,2500000.000000,75,OPTIDX,NFO,5.000000
44696,48161,NIFTY16DEC2525000PE,NIFTY,16DEC2025,2500000.000000,75,OPTIDX,NFO,5.000000
44697,48166,NIFTY16DEC2525150CE,NIFTY,16DEC2025,2515000.000000,75,OPTIDX,NFO,5.000000
44698,48180,NIFTY16DEC2525350CE,NIFTY,16DEC2025,2535000.000000,75,OPTIDX,NFO,5.000000
44699,48181,NIFTY16DEC2525350PE,NIFTY,16DEC2025,2535000.000000,75,OPTIDX,NFO,5.000000
44700,48186,NIFTY16DEC2525500CE,NIFTY,16DEC2025,2550000.000000,75,OPTIDX,NFO,5.000000
44701,48210,NIFTY16DEC2525750CE,NIFTY,16DEC2025,2575000.000000,75,OPTIDX,NFO,5.000000
44702,48211,NIFTY16DEC2525750PE,NIFTY,16DEC2025,2575000.000000,75,OPTIDX,NFO,5.000000
44703,48262,NIFTY16DEC2526500CE,NIFTY,16DEC2025,2650000.000000,75,OPTIDX,NFO,5.000000
44704,48209,NIFTY16DEC2525700PE,NIFTY,16DEC2025,2570000.000000,75,OPTIDX,NFO,5.000000
44705,48281,NIFTY16DEC2526850CE,NIFTY,16DEC2025,2685000.000000,75,OPTIDX,NFO,5.000000
44706,48293,NIFTY16DEC2527050CE,NIFTY,16DEC2025,2705000.000000,75,OPTIDX,NFO,5.000000
44707,48317,NIFTY16DEC2527350PE,NIFTY,16DEC2025,2735000.000000,75,OPTIDX,NFO,5.000000
44708,48319,NIFTY16DEC2527400PE,NIFTY,16DEC2025,2740000.000000,75,OPTIDX,NFO,5.000000
44709,48324,NIFTY16DEC2527500CE,NIFTY,16DEC2025,2750000.000000,75,OPTIDX,NFO,5.000000
44710,48333,NIFTY16DEC2527600PE,NIFTY,16DEC2025,2760000.000000,75,OPTIDX,NFO,5.000000
44711,48342,NIFTY16DEC2527800CE,NIFTY,16DEC2025,2780000.000000,75,OPTIDX,NFO,5.000000
44715,49180,NIFTY30DEC2516500PE,NIFTY,30DEC2025,1650000.000000,75,OPTIDX,NFO,5.000000
44759,50444,NIFTY30JUN2614000PE,NIFTY,30JUN2026,1400000.000000,75,OPTIDX,NFO,5.000000
44914,86144,NIFTY27JUN2820000PE,NIFTY,27JUN2028,2000000.000000,75,OPTIDX,NFO,5.000000
44915,86147,NIFTY27JUN2822000CE,NIFTY,27JUN2028,2200000.000000,75,OPTIDX,NFO,5.000000
44916,86148,NIFTY27JUN2822000PE,NIFTY,27JUN2028,2200000.000000,75,OPTIDX,NFO,5.000000
44917,86165,NIFTY27JUN2828000CE,NIFTY,27JUN2028,2800000.000000,75,OPTIDX,NFO,5.000000
45064,89623,NIFTY26JUN2920000PE,NIFTY,26JUN2029,2000000.000000,75,OPTIDX,NFO,5.000000
45065,89626,NIFTY26JUN2922000CE,NIFTY,26JUN2029,2200000.000000,75,OPTIDX,NFO,5.000000
45066,89633,NIFTY26JUN2925000PE,NIFTY,26JUN2029,2500000.000000,75,OPTIDX,NFO,5.000000
46688,35237,NIFTY29DEC2630000PE,NIFTY,29DEC2026,3000000.000000,75,OPTIDX,NFO,5.000000
46690,35347,NIFTY28DEC2730000PE,NIFTY,28DEC2027,3000000.000000,75,OPTIDX,NFO,5.000000
46721,37805,NIFTY30JUN2623000PE,NIFTY,30JUN2026,2300000.000000,75,OPTIDX,NFO,5.000000
46722,38158,NIFTY29DEC2629000CE,NIFTY,29DEC2026,2900000.000000,75,OPTIDX,NFO,5.000000
46723,38377,NIFTY30DEC2520000PE,NIFTY,30DEC2025,2000000.000000,75,OPTIDX,NFO,5.000000
46735,39988,NIFTY30DEC2519000PE,NIFTY,30DEC2025,1900000.000000,75,OPTIDX,NFO,5.000000
46736,39990,NIFTY30JUN2619000PE,NIFTY,30JUN2026,1900000.000000,75,OPTIDX,NFO,5.000000
46737,40364,NIFTY06JAN2624500PE,NIFTY,06JAN2026,2450000.000000,65,OPTIDX,NFO,5.000000
46738,40379,NIFTY06JAN2624700PE,NIFTY,06JAN2026,2470000.000000,65,OPTIDX,NFO,5.000000
46739,40391,NIFTY06JAN2624900CE,NIFTY,06JAN2026,2490000.000000,65,OPTIDX,NFO,5.000000
46740,40413,NIFTY06JAN2625150PE,NIFTY,06JAN2026,2515000.000000,65,OPTIDX,NFO,5.000000
46741,40439,NIFTY06JAN2625450CE,NIFTY,06JAN2026,2545000.000000,65,OPTIDX,NFO,5.000000
46742,40457,NIFTY06JAN2625850CE,NIFTY,06JAN2026,2585000.000000,65,OPTIDX,NFO,5.000000
46743,40477,NIFTY06JAN2626200CE,NIFTY,06JAN2026,2620000.000000,65,OPTIDX,NFO,5.000000
46744,40493,NIFTY06JAN2626450CE,NIFTY,06JAN2026,2645000.000000,65,OPTIDX,NFO,5.000000
46745,40543,NIFTY06JAN2627100CE,NIFTY,06JAN2026,2710000.000000,65,OPTIDX,NFO,5.000000
46746,40593,NIFTY06JAN2627750CE,NIFTY,06JAN2026,2775000.000000,65,OPTIDX,NFO,5.000000
46747,40599,NIFTY06JAN2627850PE,NIFTY,06JAN2026,2785000.000000,65,OPTIDX,NFO,5.000000
46748,40607,NIFTY06JAN2627950CE,NIFTY,06JAN2026,2795000.000000,65,OPTIDX,NFO,5.000000
46749,42142,NIFTY29JUN2731000CE,NIFTY,29JUN2027,3100000.000000,75,OPTIDX,NFO,5.000000
46778,46066,NIFTY13JAN2624250PE,NIFTY,13JAN2026,2425000.000000,65,OPTIDX,NFO,5.000000
46779,46128,NIFTY13JAN2625000PE,NIFTY,13JAN2026,2500000.000000,65,OPTIDX,NFO,5.000000
46780,46174,NIFTY13JAN2625950PE,NIFTY,13JAN2026,2595000.000000,65,OPTIDX,NFO,5.000000
46781,46178,NIFTY13JAN2626000PE,NIFTY,13JAN2026,2600000.000000,65,OPTIDX,NFO,5.000000
46782,46180,NIFTY13JAN2626050PE,NIFTY,13JAN2026,2605000.000000,65,OPTIDX,NFO,5.000000
46783,46213,NIFTY13JAN2626650CE,NIFTY,13JAN2026,2665000.000000,65,OPTIDX,NFO,5.000000
46784,46221,NIFTY13JAN2626850CE,NIFTY,13JAN2026,2685000.000000,65,OPTIDX,NFO,5.000000
46785,46255,NIFTY13JAN2627600CE,NIFTY,13JAN2026,2760000.000000,65,OPTIDX,NFO,5.000000
46786,46248,NIFTY13JAN2627400PE,NIFTY,13JAN2026,2740000.000000,65,OPTIDX,NFO,5.000000
46787,46249,NIFTY13JAN2627450CE,NIFTY,13JAN2026,2745000.000000,65,OPTIDX,NFO,5.000000
46788,46261,NIFTY13JAN2627750CE,NIFTY,13JAN2026,2775000.000000,65,OPTIDX,NFO,5.000000
46801,48115,NIFTY16DEC2523950PE,NIFTY,16DEC2025,2395000.000000,75,OPTIDX,NFO,5.000000
46802,48123,NIFTY16DEC2524150PE,NIFTY,16DEC2025,2415000.000000,75,OPTIDX,NFO,5.000000
46803,48128,NIFTY16DEC2524300CE,NIFTY,16DEC2025,2430000.000000,75,OPTIDX,NFO,5.000000
46804,48129,NIFTY16DEC2524300PE,NIFTY,16DEC2025,2430000.000000,75,OPTIDX,NFO,5.000000
46805,48131,NIFTY16DEC2524350PE,NIFTY,16DEC2025,2435000.000000,75,OPTIDX,NFO,5.000000
46806,48140,NIFTY16DEC2524550PE,NIFTY,16DEC2025,2455000.000000,75,OPTIDX,NFO,5.000000
46807,48145,NIFTY16DEC2524700CE,NIFTY,16DEC2025,2470000.000000,75,OPTIDX,NFO,5.000000
46808,48153,NIFTY16DEC2524800PE,NIFTY,16DEC2025,2480000.000000,75,OPTIDX,NFO,5.000000
46809,48155,NIFTY16DEC2524850PE,NIFTY,16DEC2025,2485000.000000,75,OPTIDX,NFO,5.000000
46810,48177,NIFTY16DEC2525250PE,NIFTY,16DEC2025,2525000.000000,75,OPTIDX,NFO,5.000000
46811,48198,NIFTY16DEC2525550PE,NIFTY,16DEC2025,2555000.000000,75,OPTIDX,NFO,5.000000
46813,48218,NIFTY16DEC2525850CE,NIFTY,16DEC2025,2585000.000000,75,OPTIDX,NFO,5.000000
46814,48252,NIFTY16DEC2526300PE,NIFTY,16DEC2025,2630000.000000,75,OPTIDX,NFO,5.000000
46815,48254,NIFTY16DEC2526350PE,NIFTY,16DEC2025,2635000.000000,75,OPTIDX,NFO,5.000000
46816,48271,NIFTY16DEC2526600PE,NIFTY,16DEC2025,2660000.000000,75,OPTIDX,NFO,5.000000
46818,48300,NIFTY16DEC2527050PE,NIFTY,16DEC2025,2705000.000000,75,OPTIDX,NFO,5.000000
46819,48301,NIFTY16DEC2527100CE,NIFTY,16DEC2025,2710000.000000,75,OPTIDX,NFO,5.000000
46820,48302,NIFTY16DEC2527100PE,NIFTY,16DEC2025,2710000.000000,75,OPTIDX,NFO,5.000000
47381,50544,NIFTY30DEC2528000PE,NIFTY,30DEC2025,2800000.000000,75,OPTIDX,NFO,5.000000
47505,56917,NIFTY23DEC2524150CE,NIFTY,23DEC2025,2415000.000000,75,OPTIDX,NFO,5.000000
47506,56944,NIFTY23DEC2524800PE,NIFTY,23DEC2025,2480000.000000,75,OPTIDX,NFO,5.000000
47507,57005,NIFTY23DEC2526000CE,NIFTY,23DEC2025,2600000.000000,75,OPTIDX,NFO,5.000000
47508,57026,NIFTY23DEC2526300PE,NIFTY,23DEC2025,2630000.000000,75,OPTIDX,NFO,5.000000
47509,57029,NIFTY23DEC2526350PE,NIFTY,23DEC2025,2635000.000000,75,OPTIDX,NFO,5.000000
47510,57034,NIFTY23DEC2526500CE,NIFTY,23DEC2025,2650000.000000,75,OPTIDX,NFO,5.000000
47511,57035,NIFTY23DEC2526500PE,NIFTY,23DEC2025,2650000.000000,75,OPTIDX,NFO,5.000000
47512,57043,NIFTY23DEC2526700PE,NIFTY,23DEC2025,2670000.000000,75,OPTIDX,NFO,5.000000
47513,57045,NIFTY23DEC2526750PE,NIFTY,23DEC2025,2675000.000000,75,OPTIDX,NFO,5.000000
47514,57060,NIFTY23DEC2527150CE,NIFTY,23DEC2025,2715000.000000,75,OPTIDX,NFO,5.000000
47515,57068,NIFTY23DEC2527350CE,NIFTY,23DEC2025,2735000.000000,75,OPTIDX,NFO,5.000000
47516,57075,NIFTY23DEC2527500PE,NIFTY,23DEC2025,2750000.000000,75,OPTIDX,NFO,5.000000
47517,57080,NIFTY23DEC2527650CE,NIFTY,23DEC2025,2765000.000000,75,OPTIDX,NFO,5.000000
47518,57084,NIFTY23DEC2527750CE,NIFTY,23DEC2025,2775000.000000,75,OPTIDX,NFO,5.000000
47519,57086,NIFTY23DEC2527800CE,NIFTY,23DEC2025,2780000.000000,75,OPTIDX,NFO,5.000000
47555,58567,NIFTY27JAN2623800CE,NIFTY,27JAN2026,2380000.000000,65,OPTIDX,NFO,5.000000
47556,58573,NIFTY27JAN2623950CE,NIFTY,27JAN2026,2395000.000000,65,OPTIDX,NFO,5.000000
47557,58584,NIFTY27JAN2624200PE,NIFTY,27JAN2026,2420000.000000,65,OPTIDX,NFO,5.000000
47558,58589,NIFTY27JAN2624350CE,NIFTY,27JAN2026,2435000.000000,65,OPTIDX,NFO,5.000000
47561,58613,NIFTY27JAN2624850CE,NIFTY,27JAN2026,2485000.000000,65,OPTIDX,NFO,5.000000
47562,58623,NIFTY30DEC2522000PE,NIFTY,30DEC2025,2200000.000000,75,OPTIDX,NFO,5.000000
47563,58641,NIFTY29DEC2618000PE,NIFTY,29DEC2026,1800000.000000,75,OPTIDX,NFO,5.000000
47567,58752,NIFTY27JAN2625700PE,NIFTY,27JAN2026,2570000.000000,65,OPTIDX,NFO,5.000000
47568,58791,NIFTY27JAN2625800PE,NIFTY,27JAN2026,2580000.000000,65,OPTIDX,NFO,5.000000
47569,58804,NIFTY27JAN2626050PE,NIFTY,27JAN2026,2605000.000000,65,OPTIDX,NFO,5.000000
47570,58816,NIFTY27JAN2626350PE,NIFTY,27JAN2026,2635000.000000,65,OPTIDX,NFO,5.000000
47571,58823,NIFTY27JAN2626500CE,NIFTY,27JAN2026,2650000.000000,65,OPTIDX,NFO,5.000000
47572,58842,NIFTY27JAN2626950PE,NIFTY,27JAN2026,2695000.000000,65,OPTIDX,NFO,5.000000
47573,58846,NIFTY27JAN2627050PE,NIFTY,27JAN2026,2705000.000000,65,OPTIDX,NFO,5.000000
47574,58853,NIFTY27JAN2627250CE,NIFTY,27JAN2026,2725000.000000,65,OPTIDX,NFO,5.000000
47575,58862,NIFTY27JAN2627450CE,NIFTY,27JAN2026,2745000.000000,65,OPTIDX,NFO,5.000000
47576,58870,NIFTY27JAN2627550PE,NIFTY,27JAN2026,2755000.000000,65,OPTIDX,NFO,5.000000
47577,58874,NIFTY27JAN2627650PE,NIFTY,27JAN2026,2765000.000000,65,OPTIDX,NFO,5.000000
47578,58879,NIFTY27JAN2627800CE,NIFTY,27JAN2026,2780000.000000,65,OPTIDX,NFO,5.000000
47579,58882,NIFTY27JAN2627850PE,NIFTY,27JAN2026,2785000.000000,65,OPTIDX,NFO,5.000000
47648,60925,NIFTY25JUN3029000CE,NIFTY,25JUN2030,2900000.000000,75,OPTIDX,NFO,5.000000
47649,60936,NIFTY25JUN3030000CE,NIFTY,25JUN2030,3000000.000000,75,OPTIDX,NFO,5.000000
48053,62914,NIFTY31MAR2619000CE,NIFTY,31MAR2026,1900000.000000,75,OPTIDX,NFO,5.000000
48054,62915,NIFTY31MAR2619000PE,NIFTY,31MAR2026,1900000.000000,75,OPTIDX,NFO,5.000000
48055,62927,NIFTY31MAR2625000PE,NIFTY,31MAR2026,2500000.000000,75,OPTIDX,NFO,5.000000
48056,62930,NIFTY31MAR2627000CE,NIFTY,31MAR2026,2700000.000000,75,OPTIDX,NFO,5.000000
48142,64797,NIFTY24FEB2624200PE,NIFTY,24FEB2026,2420000.000000,65,OPTIDX,NFO,5.000000
48143,64808,NIFTY24FEB2624500CE,NIFTY,24FEB2026,2450000.000000,65,OPTIDX,NFO,5.000000
48144,64811,NIFTY24FEB2624550PE,NIFTY,24FEB2026,2455000.000000,65,OPTIDX,NFO,5.000000
48145,64823,NIFTY24FEB2624850CE,NIFTY,24FEB2026,2485000.000000,65,OPTIDX,NFO,5.000000
48146,64826,NIFTY24FEB2624900PE,NIFTY,24FEB2026,2490000.000000,65,OPTIDX,NFO,5.000000
48147,64829,NIFTY24FEB2625000CE,NIFTY,24FEB2026,2500000.000000,65,OPTIDX,NFO,5.000000
48148,64860,NIFTY24FEB2625700CE,NIFTY,24FEB2026,2570000.000000,65,OPTIDX,NFO,5.000000
48149,64864,NIFTY24FEB2625800CE,NIFTY,24FEB2026,2580000.000000,65,OPTIDX,NFO,5.000000
48150,64957,NIFTY24FEB2626550PE,NIFTY,24FEB2026,2655000.000000,65,OPTIDX,NFO,5.000000
48151,64958,NIFTY24FEB2626600CE,NIFTY,24FEB2026,2660000.000000,65,OPTIDX,NFO,5.000000
48152,64961,NIFTY24FEB2626650CE,NIFTY,24FEB2026,2665000.000000,65,OPTIDX,NFO,5.000000
48154,65070,NIFTY24FEB2626850PE,NIFTY,24FEB2026,2685000.000000,65,OPTIDX,NFO,5.000000
48155,65073,NIFTY24FEB2626950CE,NIFTY,24FEB2026,2695000.000000,65,OPTIDX,NFO,5.000000
48156,65081,NIFTY24FEB2627150CE,NIFTY,24FEB2026,2715000.000000,65,OPTIDX,NFO,5.000000
48157,65098,NIFTY24FEB2627500PE,NIFTY,24FEB2026,2750000.000000,65,OPTIDX,NFO,5.000000
48158,65141,NIFTY30DEC2523200CE,NIFTY,30DEC2025,2320000.000000,75,OPTIDX,NFO,5.000000
48159,65172,NIFTY30DEC2523350CE,NIFTY,30DEC2025,2335000.000000,75,OPTIDX,NFO,5.000000
48161,65218,NIFTY30DEC2523750CE,NIFTY,30DEC2025,2375000.000000,75,OPTIDX,NFO,5.000000
48162,65222,NIFTY30DEC2523800CE,NIFTY,30DEC2025,2380000.000000,75,OPTIDX,NFO,5.000000
48163,65242,NIFTY30DEC2524150CE,NIFTY,30DEC2025,2415000.000000,75,OPTIDX,NFO,5.000000
48164,65252,NIFTY30DEC2524350CE,NIFTY,30DEC2025,2435000.000000,75,OPTIDX,NFO,5.000000
48168,65349,NIFTY30DEC2524900CE,NIFTY,30DEC2025,2490000.000000,75,OPTIDX,NFO,5.000000
48169,65361,NIFTY30DEC2525100PE,NIFTY,30DEC2025,2510000.000000,75,OPTIDX,NFO,5.000000
48172,65561,NIFTY30DEC2525750CE,NIFTY,30DEC2025,2575000.000000,75,OPTIDX,NFO,5.000000
48176,65600,NIFTY30DEC2525950CE,NIFTY,30DEC2025,2595000.000000,75,OPTIDX,NFO,5.000000
48177,65622,NIFTY30DEC2526050PE,NIFTY,30DEC2025,2605000.000000,75,OPTIDX,NFO,5.000000
48178,65647,NIFTY30DEC2526250PE,NIFTY,30DEC2025,2625000.000000,75,OPTIDX,NFO,5.000000
48181,65691,NIFTY30DEC2526400CE,NIFTY,30DEC2025,2640000.000000,75,OPTIDX,NFO,5.000000
48182,65692,NIFTY30DEC2526400PE,NIFTY,30DEC2025,2640000.000000,75,OPTIDX,NFO,5.000000
48183,65694,NIFTY30DEC2526450PE,NIFTY,30DEC2025,2645000.000000,75,OPTIDX,NFO,5.000000
48184,65702,NIFTY30DEC2526550CE,NIFTY,30DEC2025,2655000.000000,75,OPTIDX,NFO,5.000000
48185,65712,NIFTY30DEC2526600PE,NIFTY,30DEC2025,2660000.000000,75,OPTIDX,NFO,5.000000
48186,65713,NIFTY30DEC2526650CE,NIFTY,30DEC2025,2665000.000000,75,OPTIDX,NFO,5.000000
48187,65749,NIFTY30DEC2527500CE,NIFTY,30DEC2025,2750000.000000,75,OPTIDX,NFO,5.000000
48188,65764,NIFTY30DEC2527850PE,NIFTY,30DEC2025,2785000.000000,75,OPTIDX,NFO,5.000000
48189,65765,NIFTY30DEC2527900CE,NIFTY,30DEC2025,2790000.000000,75,OPTIDX,NFO,5.000000
48190,65896,NIFTY29SEP2622000CE,NIFTY,29SEP2026,2200000.000000,75,OPTIDX,NFO,5.000000
48276,67779,NIFTY26DEC2822000PE,NIFTY,26DEC2028,2200000.000000,75,OPTIDX,NFO,5.000000
48277,67780,NIFTY26DEC2823000CE,NIFTY,26DEC2028,2300000.000000,75,OPTIDX,NFO,5.000000
48278,67790,NIFTY26DEC2828000CE,NIFTY,26DEC2028,2800000.000000,75,OPTIDX,NFO,5.000000
48279,67791,NIFTY26DEC2828000PE,NIFTY,26DEC2028,2800000.000000,75,OPTIDX,NFO,5.000000
48280,67793,NIFTY26DEC2829000PE,NIFTY,26DEC2028,2900000.000000,75,OPTIDX,NFO,5.000000
48397,71474,NIFTY30JUN2625000CE,NIFTY,30JUN2026,2500000.000000,75,OPTIDX,NFO,5.000000
48400,71503,NIFTY29DEC2625000CE,NIFTY,29DEC2026,2500000.000000,75,OPTIDX,NFO,5.000000
48402,71551,NIFTY29JUN2720000CE,NIFTY,29JUN2027,2000000.000000,75,OPTIDX,NFO,5.000000
48403,71556,NIFTY29JUN2722000CE,NIFTY,29JUN2027,2200000.000000,75,OPTIDX,NFO,5.000000
48404,71557,NIFTY29JUN2722000PE,NIFTY,29JUN2027,2200000.000000,75,OPTIDX,NFO,5.000000
48405,71560,NIFTY29JUN2724000CE,NIFTY,29JUN2027,2400000.000000,75,OPTIDX,NFO,5.000000
48406,71565,NIFTY29JUN2726000PE,NIFTY,29JUN2027,2600000.000000,75,OPTIDX,NFO,5.000000
49661,37810,NIFTY29DEC2623000PE,NIFTY,29DEC2026,2300000.000000,75,OPTIDX,NFO,5.000000
49664,38160,NIFTY29JUN2729000CE,NIFTY,29JUN2027,2900000.000000,75,OPTIDX,NFO,5.000000
49665,38163,NIFTY29JUN2729000PE,NIFTY,29JUN2027,2900000.000000,75,OPTIDX,NFO,5.000000
49672,40332,NIFTY06JAN2624050PE,NIFTY,06JAN2026,2405000.000000,65,OPTIDX,NFO,5.000000
49673,40347,NIFTY06JAN2624150CE,NIFTY,06JAN2026,2415000.000000,65,OPTIDX,NFO,5.000000
49674,40350,NIFTY06JAN2624200PE,NIFTY,06JAN2026,2420000.000000,65,OPTIDX,NFO,5.000000
49675,40381,NIFTY06JAN2624750CE,NIFTY,06JAN2026,2475000.000000,65,OPTIDX,NFO,5.000000
49676,40363,NIFTY06JAN2624500CE,NIFTY,06JAN2026,2450000.000000,65,OPTIDX,NFO,5.000000
49677,40382,NIFTY06JAN2624750PE,NIFTY,06JAN2026,2475000.000000,65,OPTIDX,NFO,5.000000
49678,40394,NIFTY06JAN2624950PE,NIFTY,06JAN2026,2495000.000000,65,OPTIDX,NFO,5.000000
49679,40459,NIFTY06JAN2625900CE,NIFTY,06JAN2026,2590000.000000,65,OPTIDX,NFO,5.000000
49680,40462,NIFTY06JAN2625950PE,NIFTY,06JAN2026,2595000.000000,65,OPTIDX,NFO,5.000000
49681,40479,NIFTY06JAN2626250CE,NIFTY,06JAN2026,2625000.000000,65,OPTIDX,NFO,5.000000
49682,40546,NIFTY06JAN2627150PE,NIFTY,06JAN2026,2715000.000000,65,OPTIDX,NFO,5.000000
49683,40549,NIFTY06JAN2627200PE,NIFTY,06JAN2026,2720000.000000,65,OPTIDX,NFO,5.000000
49684,40555,NIFTY06JAN2627300CE,NIFTY,06JAN2026,2730000.000000,65,OPTIDX,NFO,5.000000
49685,40578,NIFTY06JAN2627500PE,NIFTY,06JAN2026,2750000.000000,65,OPTIDX,NFO,5.000000
49686,40586,NIFTY06JAN2627600PE,NIFTY,06JAN2026,2760000.000000,65,OPTIDX,NFO,5.000000
49687,40596,NIFTY06JAN2627800PE,NIFTY,06JAN2026,2780000.000000,65,OPTIDX,NFO,5.000000
49692,42134,NIFTY30JUN2631000PE,NIFTY,30JUN2026,3100000.000000,75,OPTIDX,NFO,5.000000
49693,42136,NIFTY29DEC2631000CE,NIFTY,29DEC2026,3100000.000000,75,OPTIDX,NFO,5.000000
49717,45874,NIFTY30DEC2517000PE,NIFTY,30DEC2025,1700000.000000,75,OPTIDX,NFO,5.000000
49719,46055,NIFTY13JAN2624000CE,NIFTY,13JAN2026,2400000.000000,65,OPTIDX,NFO,5.000000
49720,46090,NIFTY13JAN2624550PE,NIFTY,13JAN2026,2455000.000000,65,OPTIDX,NFO,5.000000
49721,46104,NIFTY13JAN2624750PE,NIFTY,13JAN2026,2475000.000000,65,OPTIDX,NFO,5.000000
49722,46114,NIFTY13JAN2624850PE,NIFTY,13JAN2026,2485000.000000,65,OPTIDX,NFO,5.000000
49723,46136,NIFTY13JAN2625200PE,NIFTY,13JAN2026,2520000.000000,65,OPTIDX,NFO,5.000000
49724,46150,NIFTY13JAN2625550PE,NIFTY,13JAN2026,2555000.000000,65,OPTIDX,NFO,5.000000
49725,46165,NIFTY13JAN2625800CE,NIFTY,13JAN2026,2580000.000000,65,OPTIDX,NFO,5.000000
49726,46172,NIFTY13JAN2625900PE,NIFTY,13JAN2026,2590000.000000,65,OPTIDX,NFO,5.000000
49727,46220,NIFTY13JAN2626800PE,NIFTY,13JAN2026,2680000.000000,65,OPTIDX,NFO,5.000000
49728,46225,NIFTY13JAN2626950CE,NIFTY,13JAN2026,2695000.000000,65,OPTIDX,NFO,5.000000
49729,46234,NIFTY13JAN2627100PE,NIFTY,13JAN2026,2710000.000000,65,OPTIDX,NFO,5.000000
49730,46236,NIFTY13JAN2627150PE,NIFTY,13JAN2026,2715000.000000,65,OPTIDX,NFO,5.000000
49731,46243,NIFTY13JAN2627300CE,NIFTY,13JAN2026,2730000.000000,65,OPTIDX,NFO,5.000000
49732,46250,NIFTY13JAN2627450PE,NIFTY,13JAN2026,2745000.000000,65,OPTIDX,NFO,5.000000
49733,46253,NIFTY13JAN2627550CE,NIFTY,13JAN2026,2755000.000000,65,OPTIDX,NFO,5.000000
49734,46257,NIFTY13JAN2627650CE,NIFTY,13JAN2026,2765000.000000,65,OPTIDX,NFO,5.000000
49742,48118,NIFTY16DEC2524050CE,NIFTY,16DEC2025,2405000.000000,75,OPTIDX,NFO,5.000000
49743,48130,NIFTY16DEC2524350CE,NIFTY,16DEC2025,2435000.000000,75,OPTIDX,NFO,5.000000
49744,48133,NIFTY16DEC2524400PE,NIFTY,16DEC2025,2440000.000000,75,OPTIDX,NFO,5.000000
49745,48141,NIFTY16DEC2524600CE,NIFTY,16DEC2025,2460000.000000,75,OPTIDX,NFO,5.000000
49746,48168,NIFTY16DEC2525200CE,NIFTY,16DEC2025,2520000.000000,75,OPTIDX,NFO,5.000000
49747,48185,NIFTY16DEC2525450PE,NIFTY,16DEC2025,2545000.000000,75,OPTIDX,NFO,5.000000
49748,48245,NIFTY16DEC2526250CE,NIFTY,16DEC2025,2625000.000000,75,OPTIDX,NFO,5.000000
49749,48258,NIFTY16DEC2526450CE,NIFTY,16DEC2025,2645000.000000,75,OPTIDX,NFO,5.000000
49750,48277,NIFTY16DEC2526750PE,NIFTY,16DEC2025,2675000.000000,75,OPTIDX,NFO,5.000000
49751,48291,NIFTY16DEC2527000CE,NIFTY,16DEC2025,2700000.000000,75,OPTIDX,NFO,5.000000
49752,48348,NIFTY16DEC2527900CE,NIFTY,16DEC2025,2790000.000000,75,OPTIDX,NFO,5.000000
49753,48353,NIFTY16DEC2527900PE,NIFTY,16DEC2025,2790000.000000,75,OPTIDX,NFO,5.000000
49819,86141,NIFTY27JUN2819000CE,NIFTY,27JUN2028,1900000.000000,75,OPTIDX,NFO,5.000000
49820,86142,NIFTY27JUN2819000PE,NIFTY,27JUN2028,1900000.000000,75,OPTIDX,NFO,5.000000
49821,86146,NIFTY27JUN2821000PE,NIFTY,27JUN2028,2100000.000000,75,OPTIDX,NFO,5.000000
49930,89636,NIFTY26JUN2927000CE,NIFTY,26JUN2029,2700000.000000,75,OPTIDX,NFO,5.000000
50333,50545,NIFTY30JUN2628000CE,NIFTY,30JUN2026,2800000.000000,75,OPTIDX,NFO,5.000000
50334,50548,NIFTY29DEC2628000PE,NIFTY,29DEC2026,2800000.000000,75,OPTIDX,NFO,5.000000
50345,50979,NIFTY29DEC2627000PE,NIFTY,29DEC2026,2700000.000000,75,OPTIDX,NFO,5.000000
50394,53631,NIFTY28DEC2727000CE,NIFTY,28DEC2027,2700000.000000,75,OPTIDX,NFO,5.000000
50419,56914,NIFTY23DEC2524050PE,NIFTY,23DEC2025,2405000.000000,75,OPTIDX,NFO,5.000000
50420,56915,NIFTY23DEC2524100CE,NIFTY,23DEC2025,2410000.000000,75,OPTIDX,NFO,5.000000
50421,56932,NIFTY23DEC2524500PE,NIFTY,23DEC2025,2450000.000000,75,OPTIDX,NFO,5.000000
